1.132900000000000018e+00 3.295158999999999878e+02 7.270401000000000522e+02 7.700564000000000533e+02 1.014850299999999947e+03 1.391403600000000097e+03 1.464546399999999949e+03
1.148773000000000044e+00 3.118643000000000143e+02 7.392457000000000562e+02 7.470807999999999538e+02 9.942699999999999818e+02 1.397848899999999958e+03 1.479159699999999930e+03
1.164646000000000070e+00 2.942072000000000003e+02 7.235833000000000084e+02 7.508894999999999982e+02 9.722564999999999600e+02 1.403843499999999949e+03 1.493242199999999912e+03
1.180519000000000096e+00 2.766129999999999995e+02 6.995865999999999758e+02 7.619486000000000558e+02 9.487482999999999720e+02 1.409636099999999942e+03 1.506835499999999911e+03
1.196391999999999900e+00 2.591476999999999862e+02 6.751142999999999574e+02 7.724103999999999814e+02 9.237155000000000200e+02 1.415474500000000035e+03 1.519948200000000043e+03
1.212264999999999926e+00 2.418746999999999900e+02 6.501924999999999955e+02 7.822703999999999951e+02 8.971634000000000242e+02 1.421578500000000076e+03 1.532549700000000030e+03
1.228137000000000034e+00 2.248543999999999983e+02 6.248484999999999445e+02 7.915307999999999993e+02 8.691326999999999998e+02 1.428117700000000013e+03 1.544567600000000084e+03
1.244010000000000060e+00 2.081440000000000055e+02 5.991113000000000284e+02 8.001986000000000558e+02 8.396956999999999880e+02 1.435194999999999936e+03 1.555888500000000022e+03
1.259883000000000086e+00 1.917980000000000018e+02 5.730100999999999658e+02 8.042512000000000398e+02 8.113704999999999927e+02 1.442839199999999892e+03 1.566363800000000083e+03
1.275755999999999890e+00 1.758673000000000002e+02 5.465721999999999525e+02 7.724275999999999840e+02 8.189455000000000382e+02 1.451005000000000109e+03 1.575818500000000085e+03
1.291628999999999916e+00 1.604007000000000005e+02 5.198233999999999924e+02 7.395419000000000551e+02 8.259642000000000053e+02 1.459580099999999902e+03 1.584062699999999950e+03
1.307501999999999942e+00 1.454442999999999984e+02 4.927851999999999748e+02 7.056875999999999749e+02 8.324473000000000411e+02 1.468398899999999912e+03 1.590905999999999949e+03
1.323374999999999968e+00 1.310418999999999983e+02 4.654757999999999925e+02 6.709411000000000058e+02 8.384157999999999902e+02 1.477259000000000015e+03 1.596172900000000027e+03
1.339247000000000076e+00 1.172356000000000051e+02 4.379096000000000117e+02 6.353555000000000064e+02 8.438911000000000513e+02 1.485939800000000105e+03 1.599718000000000075e+03
1.355120000000000102e+00 1.040661999999999949e+02 4.100982999999999947e+02 5.989589999999999463e+02 8.488940000000000055e+02 1.494220800000000054e+03 1.601440800000000081e+03
1.370992999999999906e+00 9.157240000000000180e+01 3.820511999999999944e+02 5.617559999999999718e+02 8.534450000000000500e+02 1.501899599999999964e+03 1.601298800000000028e+03
1.386865999999999932e+00 7.979149999999999920e+01 3.537755000000000223e+02 5.237313000000000329e+02 8.575637000000000398e+02 1.508805599999999913e+03 1.599317399999999907e+03
1.402738999999999958e+00 6.875910000000000366e+01 3.252773000000000252e+02 4.848589000000000055e+02 8.612691999999999553e+02 1.514812100000000100e+03 1.595597199999999930e+03
1.418611999999999984e+00 5.850820000000000221e+01 2.965618000000000052e+02 4.451093000000000188e+02 8.645795000000000528e+02 1.519843499999999949e+03 1.590316900000000032e+03
1.434485000000000010e+00 4.906869999999999976e+01 2.676349000000000160e+02 4.044599000000000046e+02 8.675122999999999820e+02 1.523878699999999981e+03 1.583731800000000021e+03
1.450356999999999896e+00 4.046529999999999916e+01 2.385038999999999874e+02 3.629037999999999897e+02 8.700841000000000349e+02 1.526950299999999970e+03 1.576166999999999916e+03
1.466229999999999922e+00 3.271640000000000015e+01 2.091785000000000139e+02 3.204583000000000084e+02 8.723106999999999971e+02 1.529139499999999998e+03 1.568006599999999935e+03
1.482102999999999948e+00 2.582979999999999876e+01 1.796717999999999904e+02 2.771580000000000155e+02 8.742068000000000438e+02 1.530567700000000059e+03 1.559677100000000110e+03
1.497975999999999974e+00 1.979830000000000112e+01 1.500000000000000000e+02 2.327237000000000080e+02 8.757861000000000331e+02 1.531384199999999964e+03 1.552070899999999938e+03
1.513849000000000000e+00 1.459169999999999945e+01 1.246962000000000046e+02 1.872121999999999957e+02 8.770603999999999587e+02 1.531752400000000080e+03 1.545319600000000037e+03
1.529722000000000026e+00 1.014669999999999916e+01 9.625929999999999609e+01 1.410247999999999990e+02 8.780402000000000271e+02 1.531834200000000010e+03 1.539613399999999956e+03
1.545595000000000052e+00 6.353799999999999670e+00 6.897889999999999588e+01 9.940189999999999770e+01 8.787337999999999738e+02 1.531775200000000041e+03 1.535280500000000075e+03
1.561466999999999938e+00 3.046199999999999797e+00 4.518580000000000041e+01 5.774269999999999925e+01 8.791475000000000364e+02 1.530450199999999995e+03 1.532574100000000044e+03
1.577339999999999964e+00 -0.000000000000000000e+00 0.000000000000000000e+00 3.377439999999999998e+01 8.792849999999999682e+02 1.529450599999999895e+03 1.531653800000000047e+03
